cycog_iid	cycog_cns_product
CyCOG_60016712	Protein of unknown function (DUF3352)
CyCOG_60016713	hypothetical protein
CyCOG_60016714	hypothetical protein
CyCOG_60016715	hypothetical protein
CyCOG_60016716	xylulokinase (EC 2.7.1.17)
CyCOG_60016717	hypothetical protein
CyCOG_60016718	DNA-3-methyladenine glycosylase II
CyCOG_60016719	hypothetical protein
CyCOG_60016720	hypothetical protein
CyCOG_60016721	hypothetical protein
CyCOG_60016722	Response regulator receiver domain-containing protein
CyCOG_60016723	hypothetical protein
CyCOG_60016724	hypothetical protein
CyCOG_60016725	hypothetical protein
CyCOG_60016726	Response regulator receiver domain
CyCOG_60016727	hypothetical protein
CyCOG_60016728	hypothetical protein
CyCOG_60016729	O-Antigen ligase
CyCOG_60016730	hypothetical protein
CyCOG_60016731	hypothetical protein
CyCOG_60016732	hypothetical protein
CyCOG_60016733	hypothetical protein
CyCOG_60016734	hypothetical protein
CyCOG_60016735	hypothetical protein
CyCOG_60016736	hypothetical protein
CyCOG_60016737	hypothetical protein
CyCOG_60016738	hypothetical protein
CyCOG_60016739	hypothetical protein
CyCOG_60016740	hypothetical protein
CyCOG_60016741	hypothetical protein
CyCOG_60016742	hypothetical protein
CyCOG_60016743	hypothetical protein
CyCOG_60016744	hypothetical protein
CyCOG_60016745	hypothetical protein
CyCOG_60016746	hypothetical protein
CyCOG_60016747	hypothetical protein
CyCOG_60016748	O-antigen ligase like membrane protein
CyCOG_60016749	hypothetical protein
CyCOG_60016750	hypothetical protein
CyCOG_60016751	15,16-dihydrobiliverdin:ferredoxin oxidoreductase
CyCOG_60016752	hypothetical protein
CyCOG_60016753	hypothetical protein
CyCOG_60016754	Glycosyltransferase Family 4
CyCOG_60016755	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60016756	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60016757	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60016758	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60016759	Glycosyltransferase involved in cell wall bisynthesis
CyCOG_60016760	O-Antigen ligase
CyCOG_60016761	hypothetical protein
CyCOG_60016762	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase
CyCOG_60016763	Ubiquinone/menaquinone biosynthesis C-methylase UbiE
CyCOG_60016764	hypothetical protein
CyCOG_60016765	hypothetical protein
CyCOG_60016766	hypothetical protein
CyCOG_60016767	hypothetical protein
CyCOG_60016768	hypothetical protein
CyCOG_60016769	hypothetical protein
CyCOG_60016770	hypothetical protein
CyCOG_60016771	hypothetical protein
CyCOG_60016772	hypothetical protein
CyCOG_60016773	hypothetical protein
CyCOG_60016774	hypothetical protein
CyCOG_60016775	hypothetical protein
CyCOG_60016776	hypothetical protein
CyCOG_60016777	hypothetical protein
CyCOG_60016778	hypothetical protein
CyCOG_60016779	hypothetical protein
CyCOG_60016780	hypothetical protein
CyCOG_60016781	hypothetical protein
CyCOG_60016782	hypothetical protein
CyCOG_60016783	hypothetical protein
CyCOG_60016784	hypothetical protein
CyCOG_60016785	Protein of unknown function (DUF1211)
CyCOG_60016786	hypothetical protein
CyCOG_60016787	hypothetical protein
CyCOG_60016788	hypothetical protein
CyCOG_60016789	periplasmic serine proteinase
CyCOG_60016790	Trypsin-like peptidase domain
CyCOG_60016791	Trypsin-like peptidase domain-containing protein
CyCOG_60016792	hypothetical protein
CyCOG_60016793	hypothetical protein
CyCOG_60016794	hypothetical protein
CyCOG_60016795	hypothetical protein
CyCOG_60016796	hypothetical protein
CyCOG_60016797	hypothetical protein
CyCOG_60016798	hypothetical protein
CyCOG_60016799	hypothetical protein
CyCOG_60016800	hypothetical protein
CyCOG_60016801	hypothetical protein
CyCOG_60016802	hypothetical protein
CyCOG_60016803	hypothetical protein
CyCOG_60016804	hypothetical protein
CyCOG_60016805	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)
CyCOG_60016806	Biotin carboxylase
CyCOG_60016807	ATP-grasp domain-containing protein
CyCOG_60016808	hypothetical protein
CyCOG_60016809	hypothetical protein
CyCOG_60016810	hypothetical protein
CyCOG_60016811	hypothetical protein
CyCOG_60016812	hypothetical protein
CyCOG_60016813	hypothetical protein
CyCOG_60016814	hypothetical protein
CyCOG_60016815	hypothetical protein
CyCOG_60016816	hypothetical protein
CyCOG_60016817	hypothetical protein
CyCOG_60016818	hypothetical protein
CyCOG_60016819	methionyl-tRNA formyltransferase
CyCOG_60016820	UDP-glucose 4-epimerase
CyCOG_60016821	Formyl transferase
CyCOG_60016822	Methyltransferase domain
CyCOG_60016823	Methyltransferase domain-containing protein
CyCOG_60016824	Methyltransferase domain-containing protein
CyCOG_60016825	Methyltransferase domain-containing protein
CyCOG_60016826	Methyltransferase domain-containing protein
CyCOG_60016827	Ubiquinone/menaquinone biosynthesis C-methylase UbiE
CyCOG_60016828	hypothetical protein
CyCOG_60016829	hypothetical protein
CyCOG_60016830	hypothetical protein
CyCOG_60016831	hypothetical protein
CyCOG_60016832	hypothetical protein
CyCOG_60016833	hypothetical protein
CyCOG_60016834	hypothetical protein
CyCOG_60016835	hypothetical protein
CyCOG_60016836	hypothetical protein
CyCOG_60016837	hypothetical protein
CyCOG_60016838	Glycosyl transferase family 2
CyCOG_60016839	hypothetical protein
CyCOG_60016840	hypothetical protein
CyCOG_60016841	Formyl transferase
CyCOG_60016842	Formyl transferase
CyCOG_60016843	Phage integrase, N-terminal SAM-like domain
CyCOG_60016844	Metallo-peptidase family M12B Reprolysin-like
CyCOG_60016845	serralysin
CyCOG_60016846	hypothetical protein
CyCOG_60016847	hypothetical protein
CyCOG_60016848	hypothetical protein
CyCOG_60016849	hypothetical protein
CyCOG_60016850	hypothetical protein
CyCOG_60016851	hypothetical protein
CyCOG_60016852	hypothetical protein
CyCOG_60016853	hypothetical protein
CyCOG_60016854	Glycine zipper 2TM domain-containing protein
CyCOG_60016855	Glycine zipper 2TM domain
CyCOG_60016856	hypothetical protein
CyCOG_60016857	hypothetical protein
CyCOG_60016858	Glycine zipper 2TM domain-containing protein
CyCOG_60016859	putative glycosyltransferase, TIGR04372 family
CyCOG_60016860	hypothetical protein
CyCOG_60016861	hypothetical protein
CyCOG_60016862	hypothetical protein
CyCOG_60016863	hypothetical protein
CyCOG_60016864	hypothetical protein
CyCOG_60016865	hypothetical protein
CyCOG_60016866	hypothetical protein
CyCOG_60016867	hypothetical protein
CyCOG_60016868	Core-2/I-Branching enzyme
CyCOG_60016869	hypothetical protein
CyCOG_60016870	hypothetical protein
CyCOG_60016871	hypothetical protein
CyCOG_60016872	hypothetical protein
CyCOG_60016873	hypothetical protein
CyCOG_60016874	hypothetical protein
CyCOG_60016875	nif11-like leader peptide domain-containing protein
CyCOG_60016876	hypothetical protein
CyCOG_60016877	hypothetical protein
CyCOG_60016878	hypothetical protein
CyCOG_60016879	prepilin-type N-terminal cleavage/methylation domain-containing protein
CyCOG_60016880	Fibrinogen beta and gamma chains, C-terminal globular domain
CyCOG_60016881	NAD(P)-binding Rossmann-like domain-containing protein
CyCOG_60016882	hypothetical protein
CyCOG_60016883	hypothetical protein
CyCOG_60016884	Lectin C-type domain
CyCOG_60016885	Lectin C-type domain-containing protein
CyCOG_60016886	hypothetical protein
CyCOG_60016887	hypothetical protein
CyCOG_60016888	hypothetical protein
CyCOG_60016889	Lectin C-type domain-containing protein
CyCOG_60016890	hypothetical protein
CyCOG_60016891	hypothetical protein
CyCOG_60016892	hypothetical protein
CyCOG_60016893	hypothetical protein
CyCOG_60016894	hypothetical protein
CyCOG_60016895	hypothetical protein
CyCOG_60016896	hypothetical protein
CyCOG_60016897	hypothetical protein
CyCOG_60016898	hypothetical protein
CyCOG_60016899	hypothetical protein
CyCOG_60016900	hypothetical protein
CyCOG_60016901	hypothetical protein
CyCOG_60016902	hypothetical protein
CyCOG_60016903	hypothetical protein
CyCOG_60016904	hypothetical protein
CyCOG_60016905	hypothetical protein
CyCOG_60016906	hypothetical protein
CyCOG_60016907	hypothetical protein
CyCOG_60016908	hypothetical protein
CyCOG_60016909	hypothetical protein
CyCOG_60016910	DNA polymerase
CyCOG_60016911	hypothetical protein
CyCOG_60016912	hypothetical protein
CyCOG_60016913	hypothetical protein
CyCOG_60016914	Mu-like prophage protein gp36
CyCOG_60016915	hypothetical protein
CyCOG_60016916	hypothetical protein
CyCOG_60016917	hypothetical protein
CyCOG_60016918	hypothetical protein
CyCOG_60016919	Methyltransferase domain-containing protein
CyCOG_60016920	Methyltransferase domain-containing protein
CyCOG_60016921	sulfate transport system permease protein
CyCOG_60016922	hypothetical protein
CyCOG_60016923	hypothetical protein
CyCOG_60016924	hypothetical protein
CyCOG_60016925	hypothetical protein
CyCOG_60016926	hypothetical protein
CyCOG_60016927	hypothetical protein
CyCOG_60016928	hypothetical protein
CyCOG_60016929	hypothetical protein
CyCOG_60016930	hypothetical protein
CyCOG_60016931	hypothetical protein
CyCOG_60016932	hypothetical protein
CyCOG_60016933	hypothetical protein
CyCOG_60016934	hypothetical protein
CyCOG_60016935	hypothetical protein
CyCOG_60016936	hypothetical protein
CyCOG_60016937	hypothetical protein
CyCOG_60016938	hypothetical protein
CyCOG_60016939	4-amino-4-deoxy-L-arabinose transferase
CyCOG_60016940	hypothetical protein
CyCOG_60016941	hypothetical protein
CyCOG_60016942	hypothetical protein
CyCOG_60016943	hypothetical protein
CyCOG_60016944	hypothetical protein
CyCOG_60016945	hypothetical protein
CyCOG_60016946	hypothetical protein
CyCOG_60016947	hypothetical protein
CyCOG_60016948	hypothetical protein
CyCOG_60016949	hypothetical protein
CyCOG_60016950	hypothetical protein
CyCOG_60016951	dimethylaniline monoxygenase
CyCOG_60016952	hypothetical protein
CyCOG_60016953	hypothetical protein
CyCOG_60016954	hypothetical protein
CyCOG_60016955	hypothetical protein
CyCOG_60016956	hypothetical protein
CyCOG_60016957	hypothetical protein
CyCOG_60016958	methyltransferase, FkbM family
CyCOG_60016959	methyltransferase, FkbM family
CyCOG_60016960	methyltransferase, FkbM family
CyCOG_60016961	hypothetical protein
CyCOG_60016962	hypothetical protein
CyCOG_60016963	hypothetical protein
CyCOG_60016964	hypothetical protein
CyCOG_60016965	hypothetical protein
CyCOG_60016966	hypothetical protein
CyCOG_60016967	Uncharacterized protein conserved in bacteria
CyCOG_60016968	hypothetical protein
CyCOG_60016969	Protein of unknown function (DUF4054)
CyCOG_60016970	hypothetical protein
CyCOG_60016971	hypothetical protein
CyCOG_60016972	hypothetical protein
CyCOG_60016973	hypothetical protein
CyCOG_60016974	hypothetical protein
CyCOG_60016975	hypothetical protein
CyCOG_60016976	hypothetical protein
CyCOG_60016977	hypothetical protein
CyCOG_60016978	hypothetical protein
CyCOG_60016979	hypothetical protein
CyCOG_60016980	Chlorophyll A-B binding protein
CyCOG_60016981	Phage-related protein, tail component
CyCOG_60016982	Formyl transferase
CyCOG_60016983	type I restriction enzyme M protein
CyCOG_60016984	hypothetical protein
CyCOG_60016985	type I restriction enzyme M protein
CyCOG_60016986	hypothetical protein
CyCOG_60016987	hypothetical protein
CyCOG_60016988	hypothetical protein
CyCOG_60016989	hypothetical protein
CyCOG_60016990	bilin biosynthesis protein
CyCOG_60016991	bilin biosynthesis protein
CyCOG_60016992	hypothetical protein
CyCOG_60016993	hypothetical protein
CyCOG_60016994	Thymidylate synthase complementing protein
CyCOG_60016995	hypothetical protein
CyCOG_60016996	hypothetical protein
CyCOG_60016997	hypothetical protein
CyCOG_60016998	Subtilase family protein
CyCOG_60016999	hypothetical protein
CyCOG_60017000	hypothetical protein
CyCOG_60017001	hypothetical protein
CyCOG_60017002	hypothetical protein
CyCOG_60017003	hypothetical protein
CyCOG_60017004	hypothetical protein
CyCOG_60017005	hypothetical protein
CyCOG_60017006	hypothetical protein
CyCOG_60017007	hypothetical protein
CyCOG_60017008	hypothetical protein
CyCOG_60017009	hypothetical protein
CyCOG_60017010	Thioredoxin
CyCOG_60017011	TPR repeat-containing protein
CyCOG_60017012	hypothetical protein
CyCOG_60017013	hypothetical protein
CyCOG_60017014	hypothetical protein
CyCOG_60017015	Fatty acid hydroxylase superfamily protein
CyCOG_60017016	hypothetical protein
CyCOG_60017017	hypothetical protein
CyCOG_60017018	hypothetical protein
CyCOG_60017019	hypothetical protein
CyCOG_60017020	hypothetical protein
CyCOG_60017021	hypothetical protein
CyCOG_60017022	hypothetical protein
CyCOG_60017023	hypothetical protein
CyCOG_60017024	hypothetical protein
CyCOG_60017025	hypothetical protein
CyCOG_60017026	hypothetical protein
CyCOG_60017027	hypothetical protein
CyCOG_60017028	hypothetical protein
CyCOG_60017029	hypothetical protein
CyCOG_60017030	hypothetical protein
CyCOG_60017031	hypothetical protein
CyCOG_60017032	hypothetical protein
CyCOG_60017033	hypothetical protein
CyCOG_60017034	hypothetical protein
CyCOG_60017035	hypothetical protein
CyCOG_60017036	hypothetical protein
CyCOG_60017037	hypothetical protein
CyCOG_60017038	hypothetical protein
CyCOG_60017039	HNH endonuclease
CyCOG_60017040	hypothetical protein
CyCOG_60017041	succinyldiaminopimelate desuccinylase
CyCOG_60017042	DNA primase
CyCOG_60017043	hypothetical protein
CyCOG_60017044	hypothetical protein
CyCOG_60017045	hypothetical protein
CyCOG_60017046	hypothetical protein
CyCOG_60017047	hypothetical protein
CyCOG_60017048	hypothetical protein
CyCOG_60017049	hypothetical protein
CyCOG_60017050	hypothetical protein
CyCOG_60017051	Arabidopsis thaliana protein of unknown function (DUF821).
CyCOG_60017052	hypothetical protein
CyCOG_60017053	hypothetical protein
CyCOG_60017054	hypothetical protein
CyCOG_60017055	hypothetical protein
CyCOG_60017056	hypothetical protein
CyCOG_60017057	hypothetical protein
CyCOG_60017058	hypothetical protein
CyCOG_60017059	hypothetical protein
CyCOG_60017060	hypothetical protein
CyCOG_60017061	hypothetical protein
CyCOG_60017062	hypothetical protein
CyCOG_60017063	hypothetical protein
CyCOG_60017064	hypothetical protein
CyCOG_60017065	hypothetical protein
CyCOG_60017066	hypothetical protein
CyCOG_60017067	hypothetical protein
CyCOG_60017068	hypothetical protein
CyCOG_60017069	hypothetical protein
CyCOG_60017070	transcriptional regulator, AlpA family
CyCOG_60017071	hypothetical protein
CyCOG_60017072	hypothetical protein
CyCOG_60017073	hypothetical protein
CyCOG_60017074	hypothetical protein
CyCOG_60017075	hypothetical protein
CyCOG_60017076	hypothetical protein
CyCOG_60017077	hypothetical protein
CyCOG_60017078	hypothetical protein
CyCOG_60017079	tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)
CyCOG_60017080	hypothetical protein
CyCOG_60017081	3-demethylubiquinone-9 3-methyltransferase
CyCOG_60017082	Methionine biosynthesis protein MetW.
CyCOG_60017083	Methyltransferase domain-containing protein
CyCOG_60017084	Methyltransferase domain-containing protein
CyCOG_60017085	hypothetical protein
CyCOG_60017086	Methyltransferase domain-containing protein
CyCOG_60017087	UDP-glucose 4-epimerase
CyCOG_60017088	Nucleoside-diphosphate-sugar epimerase
CyCOG_60017089	Nucleoside-diphosphate-sugar epimerase
CyCOG_60017090	hypothetical protein
CyCOG_60017091	hypothetical protein
CyCOG_60017092	hypothetical protein
CyCOG_60017093	hypothetical protein
CyCOG_60017094	hypothetical protein
CyCOG_60017095	hypothetical protein
CyCOG_60017096	hypothetical protein
CyCOG_60017097	hypothetical protein
CyCOG_60017098	hypothetical protein
CyCOG_60017099	hypothetical protein
CyCOG_60017100	hypothetical protein
CyCOG_60017101	hypothetical protein
CyCOG_60017102	Glycosyltransferase, GT2 family
CyCOG_60017103	hypothetical protein
CyCOG_60017104	hypothetical protein
CyCOG_60017105	hypothetical protein
CyCOG_60017106	hypothetical protein
CyCOG_60017107	hypothetical protein
CyCOG_60017108	hypothetical protein
CyCOG_60017109	hypothetical protein
CyCOG_60017110	hypothetical protein
CyCOG_60017111	hypothetical protein
CyCOG_60017112	hypothetical protein
CyCOG_60017113	hypothetical protein
CyCOG_60017114	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase
CyCOG_60017115	hypothetical protein
CyCOG_60017116	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains
CyCOG_60017117	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains
CyCOG_60017118	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains
CyCOG_60017119	hypothetical protein
CyCOG_60017120	hypothetical protein
CyCOG_60017121	hypothetical protein
CyCOG_60017122	hypothetical protein
CyCOG_60017123	hypothetical protein
CyCOG_60017124	hypothetical protein
CyCOG_60017125	hypothetical protein
CyCOG_60017126	hypothetical protein
CyCOG_60017127	hypothetical protein
CyCOG_60017128	hypothetical protein
CyCOG_60017129	hypothetical protein
CyCOG_60017130	hypothetical protein
CyCOG_60017131	hypothetical protein
CyCOG_60017132	hypothetical protein
CyCOG_60017133	hypothetical protein
CyCOG_60017134	hypothetical protein
CyCOG_60017135	hypothetical protein
CyCOG_60017136	hypothetical protein
CyCOG_60017137	Hemolysin-type calcium-binding repeat-containing protein
